date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:58:58	5310/5310	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%2258389366-247c%22	http://portfolio.julienperrault.fr/robots.txt		(from )
11:58:58	22875/22875	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/index.html	(from )
11:58:59	178/178	---M--	301	error ('Moved%20Permanently')	text/html	date:Fri,%2022%20Sep%202017%2010:59:07%20GMT	http://portfolio.julienperrault.fr/en	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/en	(from http://portfolio.julienperrault.fr/)
11:58:59	22415/22415	---M-Z	200	added ('OK')	text/html	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/en/	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/en/index.html	(from http://portfolio.julienperrault.fr/)
11:59:00	1149/1149	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/css/reset.css	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/css/reset.css	(from http://portfolio.julienperrault.fr/)
11:59:00	5174/5174	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/css/jquery.fancybox.css	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/css/jquery.fancybox.css	(from http://portfolio.julienperrault.fr/)
11:59:00	25133/25133	---M-Z	200	added ('OK')	text/css	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/css/style.css	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/css/style.css	(from http://portfolio.julienperrault.fr/)
11:59:01	11904/11904	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/favicon.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/favicon.png	(from http://portfolio.julienperrault.fr/)
11:59:05	270398/270398	---M-Z	200	added ('OK')	image/x-icon	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/favicon.ico	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/favicon.ico	(from http://portfolio.julienperrault.fr/)
11:59:06	15951/15951	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/js/jquery.isotope.min.js	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/js/jquery.isotope.min.js	(from http://portfolio.julienperrault.fr/)
11:59:06	91668/91668	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/js/jquery.min.js	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/js/jquery.min.js	(from http://portfolio.julienperrault.fr/)
11:59:07	4228/4228	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/js/jquery.appear.js	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/js/jquery.appear.js	(from http://portfolio.julienperrault.fr/)
11:59:08	23136/23136	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/js/jquery.fancybox.pack.js	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/js/jquery.fancybox.pack.js	(from http://portfolio.julienperrault.fr/)
11:59:08	10548/10548	---M-Z	200	added ('OK')	application/javascript	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/js/script.js	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/js/script.js	(from http://portfolio.julienperrault.fr/)
11:59:10	11377/11377	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/isen.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/isen.png	(from http://portfolio.julienperrault.fr/)
11:59:10	16475/16475	---M--	200	added ('OK')	image/jpeg	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/photo.jpg	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/photo.jpg	(from http://portfolio.julienperrault.fr/)
11:59:14	21486/21486	---M--	200	added ('OK')	image/png	date:Tue,%2029%20Nov%202016%2016:19:46%20GMT	http://portfolio.julienperrault.fr/images/stgab.png	C:/Mes%20Sites%20Web/portfolio/portfolio.julienperrault.fr/images/stgab.png	(from http://portfolio.julienperrault.fr/)
